2타,3타,B4,HR,OPS,WAR,WOBA,WPA,WRC+,age,batter_name,g,position,team,year,year_born,고4,도루,도실,득점,루타,병살,사구,삼진,안타,장타,출루,타석,타수,타율,타점,희비,희타
26,5,43,20,0.926,3.91,0.398,4.23,131.9,25,구자욱,116,RF,삼성,2018,1993-02-12,2,10,0,100,255,4,5,110,159,0.533,0.392,529,478,0.333,84,2,1
0,0,0,0,0.000,-0.13,0.000,,-127.6,23,국해성,3,2B,두산,2012,1989-10-08,0,0,0,0,0,0,0,2,0,0.000,0.000,6,6,0.000,0,0,0
1,0,2,1,0.680,0.11,0.281,-0.25,63.9,26,국해성,11,RF,두산,2015,1989-10-08,0,0,0,6,8,2,1,5,4,0.400,0.280,26,20,0.200,5,2,1
11,0,21,4,0.798,0.55,0.365,0.40,107.0,27,국해성,58,RF,두산,2016,1989-10-08,0,1,1,28,65,1,1,36,42,0.430,0.368,174,151,0.278,24,1,0
3,0,5,3,0.630,-0.15,0.284,-0.21,62.8,28,국해성,57,RF,두산,2017,1989-10-08,0,0,0,15,30,2,4,23,18,0.349,0.281,96,86,0.209,17,1,0
3,0,3,0,0.887,0.15,0.402,-0.01,136.6,29,국해성,14,RF,두산,2018,1989-10-08,0,1,0,4,11,1,1,5,8,0.458,0.429,28,24,0.333,1,0,0
29,4,53,30,0.929,7.50,0.411,,166.2,23,박재홍,126,CF,현대,1996,1973-09-07,7,36,17,75,269,7,7,107,142,0.559,0.369,547,481,0.295,108,6,0
16,0,66,27,1.061,6.65,0.458,,193.7,24,박재홍,96,CF,현대,1997,1973-09-07,10,22,14,77,205,5,4,59,108,0.619,0.442,403,331,0.326,69,2,0
25,2,66,30,0.917,5.24,0.395,,151.3,25,박재홍,119,RF,현대,1998,1973-09-07,7,43,19,86,233,13,9,83,114,0.544,0.373,507,428,0.266,84,4,0
27,1,79,24,0.901,4.06,0.391,,131.0,26,박재홍,129,RF,현대,1999,1973-09-07,6,17,13,83,243,10,6,85,142,0.504,0.397,572,482,0.295,98,5,0
31,5,64,32,0.977,6.75,0.415,,150.7,27,박재홍,132,CF,현대,2000,1973-09-07,5,30,14,101,288,15,7,77,151,0.589,0.388,572,489,0.309,115,12,0
20,3,74,18,0.825,2.18,0.375,,117.1,28,박재홍,127,DH,현대,2001,1973-09-07,2,7,7,75,219,12,2,86,139,0.448,0.377,570,489,0.284,80,5,0
24,0,41,15,0.781,3.12,0.345,,111.6,29,박재홍,112,CF,현대,2002,1973-09-07,2,12,8,57,189,10,4,94,120,0.438,0.343,481,432,0.278,67,4,0
15,5,60,19,0.904,4.03,0.397,,141.0,30,박재홍,108,RF,KIA,2003,1973-09-07,1,14,9,71,200,11,1,84,118,0.510,0.393,461,392,0.301,66,2,6
9,1,35,7,0.791,1.09,0.357,,112.0,31,박재홍,73,LF,KIA,2004,1973-09-07,2,7,5,29,79,8,0,37,47,0.425,0.366,226,186,0.253,29,3,2
21,1,67,18,0.887,5.51,0.400,,147.4,32,박재홍,109,CF,SK,2005,1973-09-07,2,22,10,76,205,10,2,78,128,0.487,0.400,495,421,0.304,63,3,2
22,1,63,18,0.784,4.80,0.360,,129.7,33,박재홍,124,CF,SK,2006,1973-09-07,4,22,8,61,195,13,6,87,117,0.431,0.353,529,452,0.259,73,6,2
19,1,41,17,0.843,2.98,0.377,,133.9,34,박재홍,115,RF,SK,2007,1973-09-07,6,10,7,53,169,5,4,52,97,0.487,0.356,400,347,0.280,54,7,1
26,2,69,19,0.958,5.34,0.435,,169.3,35,박재홍,112,RF,SK,2008,1973-09-07,4,5,6,66,213,14,3,66,126,0.538,0.420,471,396,0.318,72,3,0
12,0,45,12,0.793,1.67,0.356,,104.1,36,박재홍,113,RF,SK,2009,1973-09-07,2,15,4,53,133,7,8,57,85,0.422,0.371,376,315,0.270,46,4,4
7,0,23,8,0.688,0.13,0.311,,79.3,37,박재홍,82,RF,SK,2010,1973-09-07,0,1,2,22,73,6,1,34,42,0.382,0.306,219,191,0.220,27,1,3
8,0,15,1,0.505,-1.15,0.234,,30.3,38,박재홍,74,DH,SK,2011,1973-09-07,0,4,1,11,41,2,0,36,30,0.255,0.250,187,161,0.186,12,4,7
5,0,14,5,0.784,0.75,0.364,,128.4,39,박재홍,46,RF,SK,2012,1973-09-07,0,0,1,16,46,3,1,25,26,0.442,0.342,120,104,0.250,18,1,0
0,0,1,1,0.366,-0.38,0.154,,-18.2,20,권용관,45,,LG,1996,1976-11-19,0,0,1,4,7,2,0,9,4,0.219,0.147,37,32,0.125,2,1,3
0,0,2,1,0.554,-0.10,0.254,,50.2,21,권용관,37,,LG,1997,1976-11-19,0,0,1,7,15,0,2,10,12,0.278,0.276,60,54,0.222,6,0,2
0,0,0,0,,0.00,,,,24,권용관,3,SS,LG,2000,1976-11-19,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0
8,3,13,1,0.657,0.62,0.302,,67.4,25,권용관,106,SS,LG,2001,1976-11-19,0,4,0,31,62,5,8,43,45,0.337,0.320,212,184,0.245,20,1,6
13,1,10,4,0.564,-0.32,0.242,,38.0,26,권용관,125,SS,LG,2002,1976-11-19,0,13,5,28,91,5,5,89,64,0.310,0.254,327,294,0.218,32,2,16
6,3,12,1,0.485,-0.86,0.221,,15.8,27,권용관,78,SS,LG,2003,1976-11-19,0,4,2,15,51,2,5,52,36,0.249,0.237,232,205,0.176,17,2,8
5,5,27,2,0.636,0.89,0.294,,68.2,28,권용관,124,SS,LG,2004,1976-11-19,0,9,5,34,88,5,13,81,67,0.309,0.327,341,285,0.235,25,2,14
7,3,7,9,0.715,0.82,0.304,,79.7,29,권용관,79,SS,LG,2005,1976-11-19,0,3,2,21,86,1,3,53,46,0.443,0.272,215,194,0.237,25,2,9
4,1,13,3,0.597,0.45,0.268,,62.2,30,권용관,79,SS,LG,2006,1976-11-19,1,6,3,26,64,4,4,37,49,0.306,0.291,240,209,0.234,18,1,13
12,3,26,4,0.625,1.00,0.283,,66.5,31,권용관,121,SS,LG,2007,1976-11-19,1,11,4,41,114,14,4,67,84,0.327,0.298,398,349,0.241,36,3,16
6,2,6,1,0.548,-0.34,0.245,,38.3,32,권용관,76,SS,LG,2008,1976-11-19,0,1,2,15,60,5,3,32,47,0.291,0.257,230,206,0.228,14,3,12
15,3,28,7,0.666,0.70,0.296,,63.5,33,권용관,128,SS,LG,2009,1976-11-19,0,5,3,45,136,11,7,67,94,0.357,0.309,431,381,0.247,34,2,13
6,1,14,3,0.630,-0.03,0.278,,56.9,34,권용관,61,2B,"LG,SK",2010,1976-11-19,0,2,2,14,52,2,1,34,35,0.338,0.292,180,154,0.227,21,2,9
0,0,1,0,0.220,-0.23,0.105,,-59.5,34,권용관,10,2B,SK,,1976-11-19,0,0,0,0,1,0,0,3,1,0.077,0.143,16,13,0.077,1,0,2
6,1,13,3,0.667,0.20,0.295,,68.2,34,권용관,51,2B,LG,,1976-11-19,0,2,2,14,51,2,1,31,34,0.362,0.306,164,141,0.241,20,2,7
3,1,6,1,0.648,0.07,0.288,,67.4,35,권용관,28,2B,SK,2011,1976-11-19,0,0,1,8,20,0,1,23,12,0.351,0.297,68,57,0.211,10,0,4
0,0,0,0,0.400,-0.02,0.191,,6.2,36,권용관,3,SS,SK,2012,1976-11-19,0,0,0,1,1,0,0,1,1,0.200,0.200,5,5,0.200,0,0,0
6,0,12,4,0.720,0.56,0.322,,85.9,37,권용관,68,SS,LG,2013,1976-11-19,0,1,0,19,42,1,1,29,24,0.404,0.316,122,104,0.231,13,0,5
1,0,1,0,0.334,-0.24,0.140,-0.19,-41.3,38,권용관,8,SS,LG,2014,1976-11-19,0,0,0,0,3,1,0,5,2,0.176,0.158,21,17,0.118,2,1,2
8,1,18,5,0.592,-1.12,0.261,-1.42,37.9,39,권용관,115,SS,한화,2015,1976-11-19,2,3,6,32,90,4,9,84,65,0.306,0.286,338,294,0.221,22,1,16
2,1,2,0,0.653,0.06,0.300,-0.68,61.3,40,권용관,40,SS,한화,2016,1976-11-19,0,0,0,7,15,2,2,12,11,0.341,0.313,49,44,0.250,3,0,1
0,0,0,0,2.000,0.06,0.944,0.00,482.7,24,권정웅,3,C,삼성,2016,1992-11-15,0,0,0,1,1,0,0,0,1,1.000,1.000,1,1,1.000,0,0,0
3,0,8,6,0.702,0.22,0.294,-0.45,62.1,25,권정웅,60,C,삼성,2017,1992-11-15,0,0,0,11,42,4,1,31,21,0.424,0.278,112,99,0.212,11,0,4
0,0,0,0,0.000,-0.19,0.000,-0.09,-130.7,26,권정웅,6,C,삼성,2018,1992-11-15,0,0,0,0,0,0,0,0,0,0.000,0.000,8,8,0.000,0,0,0
19,1,36,15,0.672,0.23,0.303,,73.5,23,권희동,121,RF,NC,2013,1990-12-30,0,4,1,42,137,6,2,75,71,0.393,0.280,397,349,0.203,54,3,7
10,2,25,7,0.806,1.11,0.359,0.48,100.8,24,권희동,101,LF,NC,2014,1990-12-30,2,6,1,39,98,4,3,43,63,0.443,0.363,252,221,0.285,36,2,1
0,0,5,1,0.703,0.04,0.337,0.09,87.9,26,권희동,14,LF,NC,2016,1990-12-30,0,0,1,4,14,0,1,9,11,0.341,0.362,47,41,0.268,9,0,0
20,2,51,19,0.829,2.42,0.363,1.51,110.9,27,권희동,141,LF,NC,2017,1990-12-30,1,3,3,72,216,12,17,90,135,0.458,0.371,554,472,0.286,86,7,7
19,1,35,8,0.766,0.92,0.335,1.78,92.3,28,권희동,104,LF,NC,2018,1990-12-30,2,1,3,43,142,5,4,58,97,0.414,0.352,391,343,0.283,57,4,5
0,0,0,0,,-0.04,,,,20,김강민,1,2B,SK,2002,1982-09-13,0,0,1,0,0,0,0,0,0,,,0,0,,0,0,0
0,0,0,0,1.000,0.06,0.466,,192.0,21,김강민,2,2B,SK,2003,1982-09-13,0,0,0,0,2,0,0,1,2,0.500,0.500,4,4,0.500,1,0,0
1,0,3,1,0.494,-0.13,0.223,,18.9,22,김강민,23,2B,SK,2004,1982-09-13,0,2,1,4,7,1,0,7,3,0.280,0.214,29,25,0.120,2,0,1
1,0,4,0,0.546,-0.18,0.244,,37.8,23,김강민,23,2B,SK,2005,1982-09-13,0,2,3,6,10,0,0,9,9,0.250,0.296,48,40,0.225,3,0,4
9,1,14,1,0.714,0.67,0.324,,103.3,24,김강민,96,LF,SK,2006,1982-09-13,1,8,5,20,54,3,1,30,40,0.372,0.342,166,145,0.276,14,1,5
10,3,28,4,0.638,1.18,0.301,,78.6,25,김강민,124,CF,SK,2007,1982-09-13,0,19,10,51,109,6,6,57,81,0.326,0.312,374,334,0.243,18,1,5
16,3,26,3,0.743,1.96,0.346,,107.5,26,김강민,106,CF,SK,2008,1982-09-13,0,16,8,38,101,2,6,46,70,0.391,0.352,295,258,0.271,32,0,5
18,3,24,12,0.766,1.34,0.330,,86.4,27,김강민,104,CF,SK,2009,1982-09-13,1,10,7,48,151,7,5,67,91,0.443,0.324,382,341,0.267,42,1,11
19,2,33,10,0.818,3.43,0.365,,115.3,28,김강민,115,CF,SK,2010,1982-09-13,0,23,9,74,180,5,2,51,127,0.449,0.369,450,401,0.317,72,3,11
14,1,20,8,0.755,1.90,0.343,,105.0,29,김강민,80,CF,SK,2011,1982-09-13,1,9,4,37,119,3,2,56,79,0.423,0.331,310,281,0.281,33,2,5
20,0,29,5,0.675,1.88,0.314,,92.6,30,김강민,123,CF,SK,2012,1982-09-13,0,11,10,49,151,7,4,72,116,0.354,0.322,474,427,0.272,31,3,11
22,3,36,10,0.836,3.35,0.382,,127.0,31,김강민,105,CF,SK,2013,1982-09-13,2,10,6,39,164,10,4,54,106,0.466,0.370,397,352,0.301,55,3,2
29,3,43,16,0.863,4.05,0.380,3.69,117.3,32,김강민,113,CF,SK,2014,1982-09-13,0,32,5,86,213,12,4,91,130,0.495,0.368,483,430,0.302,82,4,2
17,0,23,4,0.660,1.03,0.302,-0.12,72.9,33,김강민,96,CF,SK,2015,1982-09-13,0,7,4,43,101,6,7,83,72,0.345,0.315,328,293,0.246,31,1,4
21,0,32,10,0.809,2.19,0.360,-0.14,100.7,34,김강민,115,CF,SK,2016,1982-09-13,2,12,5,59,160,5,12,89,109,0.437,0.371,422,366,0.298,47,2,10
5,1,15,5,0.634,0.02,0.290,0.38,61.2,35,김강민,88,CF,SK,2017,1982-09-13,0,10,4,31,62,3,5,50,40,0.339,0.296,203,183,0.219,18,0,0
14,0,22,14,0.906,1.71,0.381,-0.02,119.1,36,김강민,80,CF,SK,2018,1982-09-13,0,10,6,40,126,1,5,57,70,0.536,0.370,267,235,0.298,46,0,5
0,0,0,0,0.000,0.01,0.000,,,19,김경모,2,,삼성,2008,1989-06-15,0,0,0,0,0,0,0,1,0,0.000,0.000,1,1,0.000,0,0,0
0,0,0,0,0.000,-0.13,0.000,,-128.1,23,김경모,9,2B,삼성,2012,1989-06-15,0,0,1,2,0,0,0,1,0,0.000,0.000,4,4,0.000,0,0,0
6,0,10,1,0.732,0.15,0.330,,87.1,19,김경언,65,LF,해태/KIA,2001,1982-12-07,0,1,2,15,36,2,0,28,27,0.383,0.349,109,94,0.287,7,2,3
16,1,45,1,0.709,1.40,0.331,,101.5,20,김경언,107,RF,KIA,2002,1982-12-07,0,11,4,45,93,1,2,66,72,0.339,0.370,323,274,0.263,33,1,1
12,4,38,4,0.693,0.44,0.308,,79.6,21,김경언,125,LF,KIA,2003,1982-12-07,1,7,7,36,117,2,3,58,85,0.356,0.337,388,329,0.258,46,4,14
6,2,21,3,0.660,0.14,0.298,,71.9,22,김경언,114,LF,KIA,2004,1982-12-07,2,6,2,20,65,6,1,39,46,0.344,0.316,220,189,0.243,25,4,5
10,1,8,5,0.723,0.54,0.323,,93.2,23,김경언,78,LF,KIA,2005,1982-12-07,0,2,2,23,78,1,2,38,51,0.415,0.308,202,188,0.271,19,0,4
5,0,9,0,0.498,-0.37,0.239,,42.2,24,김경언,73,LF,KIA,2006,1982-12-07,1,1,1,14,23,1,3,24,18,0.230,0.268,114,100,0.180,8,0,2
0,0,0,0,0.400,-0.18,0.191,,1.2,26,김경언,8,1B,KIA,2008,1982-12-07,0,0,0,0,4,0,0,5,4,0.200,0.200,20,20,0.200,2,0,0
0,0,0,0,1.000,0.03,0.468,,180.8,27,김경언,2,,KIA,2009,1982-12-07,0,0,0,1,1,0,0,1,1,0.500,0.500,2,2,0.500,0,0,0
7,2,23,0,0.669,0.63,0.315,,82.3,28,김경언,50,CF,한화,2010,1982-12-07,1,8,4,19,51,2,0,29,40,0.323,0.346,184,158,0.253,11,1,2
4,0,25,2,0.641,0.52,0.308,,81.7,29,김경언,81,CF,한화,2011,1982-12-07,0,5,5,22,52,3,1,39,42,0.301,0.340,204,173,0.243,15,1,4
14,2,39,4,0.694,1.73,0.326,,101.2,30,김경언,110,CF,한화,2012,1982-12-07,2,7,4,25,95,1,1,73,65,0.354,0.340,313,268,0.243,31,1,4
14,1,26,1,0.719,1.09,0.341,,99.1,31,김경언,70,CF,한화,2013,1982-12-07,0,2,5,24,78,5,3,53,59,0.364,0.355,249,214,0.276,24,5,1
16,3,40,8,0.863,1.69,0.382,2.49,110.4,32,김경언,89,RF,한화,2014,1982-12-07,0,1,3,43,140,8,4,42,94,0.467,0.397,355,300,0.313,52,4,7
21,1,50,16,0.940,2.76,0.411,4.94,136.4,33,김경언,107,RF,한화,2015,1982-12-07,3,1,3,58,198,9,2,89,127,0.525,0.414,437,377,0.337,78,3,5
6,1,28,5,0.753,0.26,0.346,-0.07,90.0,34,김경언,66,RF,한화,2016,1982-12-07,0,3,0,23,71,7,2,46,48,0.390,0.363,217,182,0.264,25,3,2
7,0,12,5,0.788,0.27,0.346,0.63,96.7,35,김경언,38,RF,한화,2017,1982-12-07,0,1,0,17,48,1,1,27,26,0.457,0.331,118,105,0.248,17,0,0
0,0,0,0,1.250,0.21,0.598,,275.1,22,김광연,4,SS,KIA,2013,1991-11-13,0,0,0,2,5,1,0,1,5,0.625,0.625,8,8,0.625,0,0,0
0,0,0,0,0.000,-0.24,0.000,-0.13,-134.8,23,김광연,8,,KIA,2014,1991-11-13,0,0,0,0,0,0,0,3,0,0.000,0.000,10,10,0.000,1,0,0
0,1,1,0,0.638,-0.00,0.293,0.02,59.3,24,김규민,14,CF,넥센,2017,1993-01-26,0,0,0,5,7,0,1,6,5,0.333,0.304,23,21,0.238,2,0,0
9,2,27,3,0.730,0.79,0.333,1.73,90.1,25,김규민,104,LF,넥센,2018,1993-01-26,0,8,4,47,110,3,6,89,88,0.369,0.361,336,298,0.295,40,4,1
0,0,0,0,0.000,-0.09,0.000,,-132.1,19,박재상,8,,SK,2001,1982-07-20,0,0,0,1,0,0,0,3,0,0.000,0.000,4,4,0.000,0,0,0
1,0,3,0,0.336,-0.48,0.167,,-16.5,23,박재상,31,LF,SK,2005,1982-07-20,0,3,1,3,7,0,0,17,6,0.152,0.184,49,46,0.130,1,0,0
10,2,14,3,0.698,0.54,0.309,,92.3,24,박재상,65,LF,SK,2006,1982-07-20,0,6,5,24,66,2,3,40,43,0.384,0.314,201,172,0.250,23,2,10
16,1,42,10,0.790,2.53,0.360,,121.8,25,박재상,123,LF,SK,2007,1982-07-20,2,21,7,53,132,5,6,50,84,0.423,0.367,368,312,0.269,37,0,8
18,1,36,1,0.704,1.41,0.333,,98.5,26,박재상,94,LF,SK,2008,1982-07-20,0,21,9,46,109,3,5,50,86,0.347,0.357,363,314,0.274,34,1,7
31,4,68,15,0.839,3.35,0.365,,110.4,27,박재상,133,LF,SK,2009,1982-07-20,1,33,11,84,236,7,6,107,152,0.458,0.381,614,515,0.295,81,5,20
19,1,38,6,0.719,0.78,0.322,,86.9,28,박재상,97,LF,SK,2010,1982-07-20,1,9,6,57,121,2,7,63,82,0.377,0.342,384,321,0.255,42,5,13
17,4,33,4,0.716,1.19,0.326,,93.6,29,박재상,93,LF,SK,2011,1982-07-20,1,13,5,37,114,7,5,54,77,0.379,0.337,352,301,0.256,39,2,11
12,0,34,4,0.609,-0.30,0.280,,69.0,30,박재상,100,LF,SK,2012,1982-07-20,0,6,9,37,82,8,1,60,58,0.305,0.304,322,269,0.216,23,2,16
9,2,25,8,0.736,1.06,0.326,,89.4,31,박재상,103,LF,SK,2013,1982-07-20,2,14,1,37,106,4,3,50,69,0.405,0.331,305,262,0.263,36,3,12
2,1,9,1,0.612,-0.19,0.276,-0.53,48.5,32,박재상,38,LF,SK,2014,1982-07-20,1,2,1,9,19,1,2,13,12,0.302,0.311,77,63,0.190,6,0,3
12,2,32,7,0.735,0.60,0.329,0.37,89.2,33,박재상,108,LF,SK,2015,1982-07-20,0,4,5,34,99,4,3,53,62,0.396,0.339,292,250,0.248,37,1,6
14,1,27,6,0.794,0.49,0.357,0.31,98.9,34,박재상,94,LF,SK,2016,1982-07-20,0,3,6,37,110,9,0,37,76,0.431,0.363,288,255,0.298,35,2,4
0,0,7,0,0.394,-0.58,0.200,-0.67,3.6,23,김대륙,71,SS,롯데,2015,1992-04-03,0,0,1,6,8,2,0,17,8,0.148,0.246,63,54,0.148,1,0,2
1,2,5,0,0.504,-0.24,0.241,-0.01,26.3,24,김대륙,58,SS,롯데,2016,1992-04-03,0,0,0,5,12,0,3,20,7,0.245,0.259,59,49,0.143,5,1,1
2,0,2,0,0.399,-0.50,0.190,-0.48,-5.3,25,김대륙,50,SS,롯데,2017,1992-04-03,0,0,0,4,10,0,2,17,8,0.189,0.211,58,53,0.151,2,0,1
0,0,0,0,0.000,-0.11,0.000,,-129.9,20,문선재,7,,LG,2010,1990-05-20,0,0,0,0,0,0,0,4,0,0.000,0.000,5,5,0.000,1,0,0
10,1,13,4,0.694,0.20,0.318,,83.1,23,문선재,93,1B,LG,2013,1990-05-20,0,8,5,31,82,1,3,71,58,0.378,0.316,240,217,0.267,25,1,6
1,0,3,0,0.450,-0.09,0.224,0.00,13.9,24,문선재,22,,LG,2014,1990-05-20,0,3,0,4,4,0,0,5,3,0.200,0.250,24,20,0.150,4,1,0
13,1,23,5,0.678,-0.24,0.302,-0.81,73.7,25,문선재,103,CF,LG,2015,1990-05-20,0,9,6,27,78,4,3,54,48,0.368,0.310,245,212,0.226,27,1,6
3,2,10,7,0.885,0.79,0.367,0.01,112.2,26,문선재,52,CF,LG,2016,1990-05-20,0,5,0,28,60,1,0,29,32,0.541,0.344,127,111,0.288,16,1,5
6,1,10,2,0.746,0.05,0.326,0.31,88.2,27,문선재,35,LF,LG,2017,1990-05-20,0,0,3,17,38,0,1,24,24,0.413,0.333,107,92,0.261,14,2,2
0,0,0,0,0.333,-0.08,0.153,-0.13,-30.0,28,문선재,2,LF,LG,2018,1990-05-20,0,0,0,0,1,0,0,3,1,0.167,0.167,6,6,0.167,0,0,0
8,0,5,6,0.878,0.56,0.388,0.24,118.6,26,김동엽,57,DH,SK,2016,1990-07-24,0,2,1,19,74,3,1,41,48,0.517,0.360,150,143,0.336,23,1,0
18,1,23,22,0.826,1.46,0.356,1.12,103.6,27,김동엽,125,LF,SK,2017,1990-07-24,1,2,4,58,195,6,9,62,109,0.496,0.329,428,393,0.277,70,3,0
15,0,17,27,0.765,-0.06,0.321,0.16,77.8,28,김동엽,124,LF,SK,2018,1990-07-24,0,11,2,58,202,13,4,108,106,0.480,0.285,446,421,0.252,76,3,1
21,1,29,24,0.783,3.37,0.338,,111.8,22,김동주,125,3B,OB,1998,1976-02-03,2,4,3,69,216,14,8,87,121,0.473,0.310,510,457,0.265,89,16,0
25,3,41,22,0.958,4.94,0.410,,144.7,23,김동주,114,3B,두산,1999,1976-02-03,1,2,1,62,225,9,10,53,128,0.564,0.394,455,399,0.321,84,4,1
29,1,51,31,1.017,7.28,0.439,,168.2,24,김동주,127,3B,두산,2000,1976-02-03,1,5,2,78,283,17,13,65,159,0.603,0.414,539,469,0.339,106,6,0
18,0,47,18,0.923,2.76,0.409,,140.4,25,김동주,103,DH,두산,2001,1976-02-03,5,2,2,49,190,10,4,57,118,0.522,0.401,421,364,0.324,62,6,0
21,0,52,26,0.961,6.13,0.415,,162.7,26,김동주,120,3B,두산,2002,1976-02-03,2,1,1,63,231,8,13,61,132,0.557,0.405,487,415,0.318,79,7,0
23,2,79,23,1.031,5.61,0.446,,177.9,27,김동주,118,DH,두산,2003,1976-02-03,8,3,2,61,233,15,11,53,137,0.581,0.450,504,401,0.342,89,13,0
19,1,69,19,0.870,5.05,0.398,,141.2,28,김동주,124,3B,두산,2004,1976-02-03,3,4,6,72,201,14,16,67,123,0.467,0.402,517,430,0.286,76,2,0
13,1,57,10,0.914,3.94,0.415,,157.6,29,김동주,94,3B,두산,2005,1976-02-03,9,1,2,51,126,10,12,38,81,0.470,0.444,338,268,0.302,50,1,0
7,0,23,4,0.746,0.64,0.349,,121.3,30,김동주,43,DH,두산,2006,1976-02-03,2,0,0,19,54,7,1,17,35,0.386,0.360,164,140,0.250,16,0,0
24,0,83,19,0.991,7.42,0.449,,184.7,31,김동주,119,3B,두산,2007,1976-02-03,11,11,2,68,204,10,14,55,123,0.534,0.457,481,382,0.322,78,2,0
12,2,63,18,0.916,5.18,0.415,,154.9,32,김동주,109,3B,두산,2008,1976-02-03,5,2,2,55,182,11,12,54,112,0.501,0.415,451,363,0.309,104,13,0
28,0,61,19,1.049,5.76,0.454,,170.9,33,김동주,105,3B,두산,2009,1976-02-03,10,3,1,63,210,17,8,55,125,0.593,0.455,426,354,0.353,86,3,0
22,0,67,20,0.914,3.21,0.408,,144.5,34,김동주,110,DH,두산,2010,1976-02-03,4,0,1,60,196,15,10,45,114,0.506,0.407,470,387,0.295,67,5,1
24,1,66,17,0.869,3.44,0.398,,143.3,35,김동주,120,DH,두산,2011,1976-02-03,5,6,1,57,193,18,8,54,116,0.475,0.393,483,406,0.286,75,3,0
5,0,16,2,0.680,1.25,0.325,,100.3,36,김동주,66,3B,두산,2012,1976-02-03,0,3,1,18,76,7,2,24,65,0.341,0.339,245,223,0.291,27,4,0
2,0,10,1,0.674,0.39,0.328,,90.3,37,김동주,28,3B,두산,2013,1976-02-03,0,1,0,6,26,4,5,9,21,0.317,0.356,101,82,0.256,9,4,0
0,0,0,0,0.750,0.11,0.358,,124.0,24,김동한,10,2B,두산,2012,1988-06-24,0,2,0,3,3,0,0,2,3,0.375,0.375,8,8,0.375,0,0,0
2,1,2,1,1.109,0.50,0.488,,200.5,25,김동한,26,2B,두산,2013,1988-06-24,0,5,0,9,14,0,0,2,7,0.700,0.409,22,20,0.350,4,0,0
6,0,6,0,0.600,-0.54,0.275,0.09,46.2,28,김동한,78,2B,"두산,롯데",2016,1988-06-24,0,5,1,9,33,1,0,19,27,0.308,0.292,116,107,0.252,14,0,3
1,0,0,0,0.474,-0.09,0.205,-0.05,-0.9,28,김동한,28,2B,두산,,1988-06-24,0,1,0,3,5,0,0,3,4,0.263,0.211,20,19,0.211,2,0,1
5,0,6,0,0.627,0.05,0.290,0.14,56.0,28,김동한,50,2B,롯데,,1988-06-24,0,4,1,6,28,1,0,16,23,0.318,0.309,96,88,0.261,12,0,2
19,0,14,3,0.685,-0.10,0.285,-0.33,56.4,29,김동한,81,3B,롯데,2017,1988-06-24,0,4,3,26,70,2,0,25,42,0.393,0.292,205,178,0.236,14,0,13
1,0,9,2,0.543,-0.57,0.244,-0.61,30.1,30,김동한,55,3B,롯데,2018,1988-06-24,0,3,1,11,23,1,0,18,16,0.277,0.266,96,83,0.193,9,2,2
0,0,0,0,0.000,-0.03,0.000,-0.00,-133.8,20,김만수,1,,kt,2016,1996-04-18,0,0,0,0,0,1,0,0,0,0.000,0.000,1,1,0.000,0,0,0
0,0,0,0,0.333,-0.06,0.155,-0.08,-30.7,21,김만수,10,C,kt,2017,1996-04-18,0,0,0,0,1,0,0,3,1,0.167,0.167,6,6,0.167,0,0,0
0,0,2,0,0.717,0.09,0.355,,126.4,19,김문호,8,,롯데,2006,1987-06-22,0,0,0,0,3,0,0,3,3,0.300,0.417,12,10,0.300,0,0,0
0,0,3,1,0.643,0.05,0.312,,86.8,20,김문호,27,RF,롯데,2007,1987-06-22,0,0,1,5,13,0,2,15,10,0.317,0.326,46,41,0.244,6,0,0
0,1,0,0,1.000,0.08,0.398,,144.2,21,김문호,3,LF,롯데,2008,1987-06-22,0,0,0,0,5,0,0,2,3,0.625,0.375,9,8,0.375,1,0,1
1,0,3,0,0.580,-0.06,0.270,,56.2,24,김문호,19,LF,롯데,2011,1987-06-22,1,1,1,4,7,0,0,7,6,0.269,0.310,29,26,0.231,1,0,0
3,0,11,0,0.563,-0.15,0.276,,66.0,25,김문호,56,LF,롯데,2012,1987-06-22,1,1,3,10,19,1,3,22,16,0.241,0.323,95,79,0.203,2,0,2
10,0,21,0,0.708,0.49,0.337,,96.3,26,김문호,40,LF,롯데,2013,1987-06-22,0,8,5,19,46,1,3,31,36,0.336,0.373,166,137,0.263,10,0,5
11,3,19,2,0.634,-0.26,0.288,-0.68,53.6,27,김문호,71,LF,롯데,2014,1987-06-22,0,4,0,28,64,2,5,51,41,0.333,0.301,222,192,0.214,27,0,6
13,0,25,4,0.759,0.74,0.345,-0.85,98.5,28,김문호,93,LF,롯데,2015,1987-06-22,0,8,5,35,113,11,4,45,88,0.392,0.367,325,288,0.306,31,2,6
28,3,62,7,0.831,2.47,0.384,1.35,117.0,29,김문호,140,LF,롯데,2016,1987-06-22,1,12,15,77,226,15,6,70,171,0.430,0.401,599,526,0.325,70,2,3
17,1,37,2,0.728,0.73,0.333,0.35,89.6,30,김문호,131,LF,롯데,2017,1987-06-22,4,9,4,49,139,5,13,73,114,0.356,0.372,448,390,0.292,35,1,7
7,0,13,2,0.716,-0.03,0.314,0.44,76.3,31,김문호,46,LF,롯데,2018,1987-06-22,1,1,0,12,38,2,0,27,25,0.380,0.336,115,100,0.250,16,0,2
